natureza,referência,preçoVenda,preçoAluguel,distrito,concelho,freguesia,tipologia,area,ano,imagens,banco,contacto,email,telefone
,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/4fae/f35a7c01-0000-0500-0000-000013214fae.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/4fb0/f35a7c01-0000-0500-0000-000013214fb0.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/4fae/f35a7c01-0000-0500-0000-000013214fae.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/4fb0/f35a7c01-0000-0500-0000-000013214fb0.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/4fb1/f35a7c01-0000-0500-0000-000013214fb1.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/4fb2/f35a7c01-0000-0500-0000-000013214fb2.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/e6fb/f35a7c01-0000-0500-0000-00001311e6fb.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/6412/d4ec7b01-0000-0500-0000-0000130c6412.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/6413/d4ec7b01-0000-0500-0000-0000130c6413.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/6412/d4ec7b01-0000-0500-0000-0000130c6412.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/6413/d4ec7b01-0000-0500-0000-0000130c6413.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/6414/d4ec7b01-0000-0500-0000-0000130c6414.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/6415/d4ec7b01-0000-0500-0000-0000130c6415.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/6417/d4ec7b01-0000-0500-0000-0000130c6417.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/acd9/e736ba00-0000-0500-0000-00001378acd9.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/c970/e736ba00-0000-0500-0000-00001304c970.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/acd9/e736ba00-0000-0500-0000-00001378acd9.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/c970/e736ba00-0000-0500-0000-00001304c970.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/c971/e736ba00-0000-0500-0000-00001304c971.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/c972/e736ba00-0000-0500-0000-00001304c972.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/acda/e736ba00-0000-0500-0000-00001378acda.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/9355/8e497b01-0000-0500-0000-0000138a9355.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/e4d8/8e497b01-0000-0500-0000-000012f4e4d8.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/9355/8e497b01-0000-0500-0000-0000138a9355.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/e4d8/8e497b01-0000-0500-0000-000012f4e4d8.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/e4d9/8e497b01-0000-0500-0000-000012f4e4d9.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/9356/8e497b01-0000-0500-0000-0000138a9356.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/bcab/8e497b01-0000-0500-0000-000013c1bcab.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/3322/80377b01-0000-0500-0000-000012f43322.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/3325/80377b01-0000-0500-0000-000012f43325.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/3322/80377b01-0000-0500-0000-000012f43322.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/3325/80377b01-0000-0500-0000-000012f43325.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/3328/80377b01-0000-0500-0000-000012f43328.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/332b/80377b01-0000-0500-0000-000012f4332b.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/332d/80377b01-0000-0500-0000-000012f4332d.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/7441/60317b01-0000-0500-0000-000012f17441.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/7442/60317b01-0000-0500-0000-000012f17442.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/7441/60317b01-0000-0500-0000-000012f17441.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/7442/60317b01-0000-0500-0000-000012f17442.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/7445/60317b01-0000-0500-0000-000012f17445.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/7448/60317b01-0000-0500-0000-000012f17448.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/744a/60317b01-0000-0500-0000-000012f1744a.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/124f/e4597a01-0000-0500-0000-0000134d124f.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/1250/e4597a01-0000-0500-0000-0000134d1250.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/124f/e4597a01-0000-0500-0000-0000134d124f.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/1250/e4597a01-0000-0500-0000-0000134d1250.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/1251/e4597a01-0000-0500-0000-0000134d1251.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/1252/e4597a01-0000-0500-0000-0000134d1252.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/1253/e4597a01-0000-0500-0000-0000134d1253.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/af19/ff677701-0000-0500-0000-000012a2af19.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/af1a/ff677701-0000-0500-0000-000012a2af1a.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/af19/ff677701-0000-0500-0000-000012a2af19.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/af1a/ff677701-0000-0500-0000-000012a2af1a.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/af1b/ff677701-0000-0500-0000-000012a2af1b.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/af1c/ff677701-0000-0500-0000-000012a2af1c.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/af1d/ff677701-0000-0500-0000-000012a2af1d.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/97df/36bfdb00-0000-0500-0000-0000127497df.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/97e0/36bfdb00-0000-0500-0000-0000127497e0.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/97df/36bfdb00-0000-0500-0000-0000127497df.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/97e0/36bfdb00-0000-0500-0000-0000127497e0.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/97e1/36bfdb00-0000-0500-0000-0000127497e1.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/97e2/36bfdb00-0000-0500-0000-0000127497e2.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/97e3/36bfdb00-0000-0500-0000-0000127497e3.jpg']",Millenium,,,+351 266745013

,,,,,,,,,,['https://millenniumimoveis.janeladigital.com/images/140x105/372e/07107501-0000-0500-0000-00001262372e.jpg'],Millenium,,,

,,,,,,,,,,,Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/c91e/3f187601-0000-0500-0000-0000125bc91e.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/c91b/3f187601-0000-0500-0000-0000125bc91b.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/c921/3f187601-0000-0500-0000-0000125bc921.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/c924/3f187601-0000-0500-0000-0000125bc924.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/c927/3f187601-0000-0500-0000-0000125bc927.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/c94c/41187601-0000-0500-0000-0000125bc94c.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/c94d/41187601-0000-0500-0000-0000125bc94d.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/c94c/41187601-0000-0500-0000-0000125bc94c.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/c94d/41187601-0000-0500-0000-0000125bc94d.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/c94e/41187601-0000-0500-0000-0000125bc94e.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/c94f/41187601-0000-0500-0000-0000125bc94f.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/c950/41187601-0000-0500-0000-0000125bc950.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/1bf1/aaa57401-0000-0500-0000-0000123b1bf1.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/1bf1/aaa57401-0000-0500-0000-0000123b1bf1.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/1bf2/aaa57401-0000-0500-0000-0000123b1bf2.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/1bf3/aaa57401-0000-0500-0000-0000123b1bf3.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/1bf4/aaa57401-0000-0500-0000-0000123b1bf4.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/1bf5/aaa57401-0000-0500-0000-0000123b1bf5.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/d240/2cbfdb00-0000-0500-0000-000011d8d240.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/d241/2cbfdb00-0000-0500-0000-000011d8d241.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/d240/2cbfdb00-0000-0500-0000-000011d8d240.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/d241/2cbfdb00-0000-0500-0000-000011d8d241.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/d242/2cbfdb00-0000-0500-0000-000011d8d242.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/d243/2cbfdb00-0000-0500-0000-000011d8d243.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/73a6/2cbfdb00-0000-0500-0000-000011f173a6.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/43f5/fe826c01-0000-0500-0000-000012b443f5.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/43f5/fe826c01-0000-0500-0000-000012b443f5.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/8e60/fe826c01-0000-0500-0000-000011688e60.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/8e61/fe826c01-0000-0500-0000-000011688e61.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/594c/fe826c01-0000-0500-0000-000013b1594c.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/43f6/fe826c01-0000-0500-0000-000012b443f6.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/9ffa/88ec5e01-0000-0500-0000-000010389ffa.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/9ffb/88ec5e01-0000-0500-0000-000010389ffb.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/9ffa/88ec5e01-0000-0500-0000-000010389ffa.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/9ffb/88ec5e01-0000-0500-0000-000010389ffb.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/9ffc/88ec5e01-0000-0500-0000-000010389ffc.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/9ffd/88ec5e01-0000-0500-0000-000010389ffd.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/9ffe/88ec5e01-0000-0500-0000-000010389ffe.jpg']",Millenium,,,

,,,,Faro,Portimão,Mexilhoeira Grande,,16957,1900,"['https://millenniumimoveis.janeladigital.com/images/640x480/9fff/89ec5e01-0000-0500-0000-000010389fff.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/a000/89ec5e01-0000-0500-0000-00001038a000.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/9fff/89ec5e01-0000-0500-0000-000010389fff.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a000/89ec5e01-0000-0500-0000-00001038a000.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a001/89ec5e01-0000-0500-0000-00001038a001.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a002/89ec5e01-0000-0500-0000-00001038a002.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a003/89ec5e01-0000-0500-0000-00001038a003.jpg']",Millenium,DCEI- AVI - Área de Gestão de Vendas de Imóveis,dgv@millenniumbcp.pt,211 988 863

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/a004/8aec5e01-0000-0500-0000-00001038a004.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/a005/8aec5e01-0000-0500-0000-00001038a005.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a004/8aec5e01-0000-0500-0000-00001038a004.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a005/8aec5e01-0000-0500-0000-00001038a005.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a006/8aec5e01-0000-0500-0000-00001038a006.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a007/8aec5e01-0000-0500-0000-00001038a007.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a008/8aec5e01-0000-0500-0000-00001038a008.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/a009/8bec5e01-0000-0500-0000-00001038a009.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/a00a/8bec5e01-0000-0500-0000-00001038a00a.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a009/8bec5e01-0000-0500-0000-00001038a009.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a00a/8bec5e01-0000-0500-0000-00001038a00a.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a00b/8bec5e01-0000-0500-0000-00001038a00b.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a00c/8bec5e01-0000-0500-0000-00001038a00c.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a00d/8bec5e01-0000-0500-0000-00001038a00d.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/a00e/8cec5e01-0000-0500-0000-00001038a00e.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/a00f/8cec5e01-0000-0500-0000-00001038a00f.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a00e/8cec5e01-0000-0500-0000-00001038a00e.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a00f/8cec5e01-0000-0500-0000-00001038a00f.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a010/8cec5e01-0000-0500-0000-00001038a010.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a011/8cec5e01-0000-0500-0000-00001038a011.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/a012/8cec5e01-0000-0500-0000-00001038a012.jpg']",Millenium,,,211 988 863

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/11c9/9e0e5801-0000-0500-0000-00000fa711c9.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/11ca/9e0e5801-0000-0500-0000-00000fa711ca.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/11c9/9e0e5801-0000-0500-0000-00000fa711c9.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/11ca/9e0e5801-0000-0500-0000-00000fa711ca.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/11cb/9e0e5801-0000-0500-0000-00000fa711cb.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/11cc/9e0e5801-0000-0500-0000-00000fa711cc.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/11cd/9e0e5801-0000-0500-0000-00000fa711cd.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/140x105/97d4/e7cc2d00-0000-0500-0000-0000127497d4.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/e589/e7cc2d00-0000-0500-0000-0000124fe589.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/e58a/e7cc2d00-0000-0500-0000-0000124fe58a.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/e58b/e7cc2d00-0000-0500-0000-0000124fe58b.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b8bc/f8f76500-0000-0500-0000-00000f6fb8bc.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/b8be/f8f76500-0000-0500-0000-00000f6fb8be.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8bc/f8f76500-0000-0500-0000-00000f6fb8bc.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8be/f8f76500-0000-0500-0000-00000f6fb8be.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8bf/f8f76500-0000-0500-0000-00000f6fb8bf.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8c1/f8f76500-0000-0500-0000-00000f6fb8c1.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8c2/f8f76500-0000-0500-0000-00000f6fb8c2.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b8c8/fcf76500-0000-0500-0000-00000f6fb8c8.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/b8c9/fcf76500-0000-0500-0000-00000f6fb8c9.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8c8/fcf76500-0000-0500-0000-00000f6fb8c8.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8c9/fcf76500-0000-0500-0000-00000f6fb8c9.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8ca/fcf76500-0000-0500-0000-00000f6fb8ca.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8cb/fcf76500-0000-0500-0000-00000f6fb8cb.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8cc/fcf76500-0000-0500-0000-00000f6fb8cc.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b8d2/02f86500-0000-0500-0000-00000f6fb8d2.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/b8d3/02f86500-0000-0500-0000-00000f6fb8d3.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8d2/02f86500-0000-0500-0000-00000f6fb8d2.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8d3/02f86500-0000-0500-0000-00000f6fb8d3.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8d4/02f86500-0000-0500-0000-00000f6fb8d4.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8d5/02f86500-0000-0500-0000-00000f6fb8d5.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8d6/02f86500-0000-0500-0000-00000f6fb8d6.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b8d7/04f86500-0000-0500-0000-00000f6fb8d7.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8d7/04f86500-0000-0500-0000-00000f6fb8d7.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8d9/04f86500-0000-0500-0000-00000f6fb8d9.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8db/04f86500-0000-0500-0000-00000f6fb8db.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8dc/04f86500-0000-0500-0000-00000f6fb8dc.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b8df/06f86500-0000-0500-0000-00000f6fb8df.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8df/06f86500-0000-0500-0000-00000f6fb8df.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8e1/06f86500-0000-0500-0000-00000f6fb8e1.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8e6/06f86500-0000-0500-0000-00000f6fb8e6.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b8f2/10f86500-0000-0500-0000-00000f6fb8f2.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/b8f4/10f86500-0000-0500-0000-00000f6fb8f4.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8f2/10f86500-0000-0500-0000-00000f6fb8f2.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8f4/10f86500-0000-0500-0000-00000f6fb8f4.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8f6/10f86500-0000-0500-0000-00000f6fb8f6.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8f7/10f86500-0000-0500-0000-00000f6fb8f7.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b8f9/10f86500-0000-0500-0000-00000f6fb8f9.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b90c/1ef86500-0000-0500-0000-00000f6fb90c.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/b90d/1ef86500-0000-0500-0000-00000f6fb90d.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b90c/1ef86500-0000-0500-0000-00000f6fb90c.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b90d/1ef86500-0000-0500-0000-00000f6fb90d.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b90e/1ef86500-0000-0500-0000-00000f6fb90e.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b90f/1ef86500-0000-0500-0000-00000f6fb90f.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b910/1ef86500-0000-0500-0000-00000f6fb910.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b912/20f86500-0000-0500-0000-00000f6fb912.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b911/20f86500-0000-0500-0000-00000f6fb911.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b912/20f86500-0000-0500-0000-00000f6fb912.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b913/20f86500-0000-0500-0000-00000f6fb913.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b916/22f86500-0000-0500-0000-00000f6fb916.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/b917/22f86500-0000-0500-0000-00000f6fb917.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b916/22f86500-0000-0500-0000-00000f6fb916.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b917/22f86500-0000-0500-0000-00000f6fb917.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b918/22f86500-0000-0500-0000-00000f6fb918.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b919/22f86500-0000-0500-0000-00000f6fb919.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b91a/22f86500-0000-0500-0000-00000f6fb91a.jpg']",Millenium,,dgv@millenniumbcp.pt,211 988 863

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b926/2af86500-0000-0500-0000-00000f6fb926.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/b927/2af86500-0000-0500-0000-00000f6fb927.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b926/2af86500-0000-0500-0000-00000f6fb926.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b927/2af86500-0000-0500-0000-00000f6fb927.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b928/2af86500-0000-0500-0000-00000f6fb928.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b929/2af86500-0000-0500-0000-00000f6fb929.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b92a/2af86500-0000-0500-0000-00000f6fb92a.jpg']",Millenium,,dgv@millenniumbcp.pt,211 988 863

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b92f/2cf86500-0000-0500-0000-00000f6fb92f.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/b931/2cf86500-0000-0500-0000-00000f6fb931.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b92f/2cf86500-0000-0500-0000-00000f6fb92f.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b931/2cf86500-0000-0500-0000-00000f6fb931.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b934/2cf86500-0000-0500-0000-00000f6fb934.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b936/2cf86500-0000-0500-0000-00000f6fb936.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b939/2cf86500-0000-0500-0000-00000f6fb939.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b953/36f86500-0000-0500-0000-00000f6fb953.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/b954/36f86500-0000-0500-0000-00000f6fb954.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b953/36f86500-0000-0500-0000-00000f6fb953.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b954/36f86500-0000-0500-0000-00000f6fb954.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b955/36f86500-0000-0500-0000-00000f6fb955.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b956/36f86500-0000-0500-0000-00000f6fb956.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b957/36f86500-0000-0500-0000-00000f6fb957.jpg']",Millenium,,,

,,,,,,,,,,"['https://millenniumimoveis.janeladigital.com/images/640x480/b958/38f86500-0000-0500-0000-00000f6fb958.jpg', 'https://millenniumimoveis.janeladigital.com/images/640x480/b959/38f86500-0000-0500-0000-00000f6fb959.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b958/38f86500-0000-0500-0000-00000f6fb958.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b959/38f86500-0000-0500-0000-00000f6fb959.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b95a/38f86500-0000-0500-0000-00000f6fb95a.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b95b/38f86500-0000-0500-0000-00000f6fb95b.jpg', 'https://millenniumimoveis.janeladigital.com/images/140x105/b95c/38f86500-0000-0500-0000-00000f6fb95c.jpg']",Millenium,,,

